accession	local_path	md5	size_bytes	source_url	status
O00139	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00139.pdb	8de66b33e4641064fbeda8d76364d72e	462671	https://alphafold.ebi.ac.uk/files/AF-O00139-F1-model_v6.pdb	skipped
O00154	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00154.pdb	22bae82902459fb9b91b2a5311070e3d	243080	https://alphafold.ebi.ac.uk/files/AF-O00154-F1-model_v6.pdb	skipped
F8VQQ3	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/F8VQQ3.pdb	5fd7a8173fa9740c1e060ee7fc1df7d5	198935	https://alphafold.ebi.ac.uk/files/AF-F8VQQ3-F1-model_v6.pdb	skipped
O00161	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00161.pdb	282d2d284f2bfa575c77524ff9a19b29	137132	https://alphafold.ebi.ac.uk/files/AF-O00161-F1-model_v6.pdb	skipped
O00194	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00194.pdb	530eb3164e16114f43fd8490053e1945	145394	https://alphafold.ebi.ac.uk/files/AF-O00194-F1-model_v6.pdb	skipped
O00233	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00233.pdb	a37c491d7305e4e4d5cf61999c58afbb	145475	https://alphafold.ebi.ac.uk/files/AF-O00233-F1-model_v6.pdb	skipped
O00203	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00203.pdb	23e60910e68115cb811687fa116ff422	700325	https://alphafold.ebi.ac.uk/files/AF-O00203-F1-model_v6.pdb	skipped
O00264	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00264.pdb	c16b0cfd985725b9c3012ee8f1d3be64	128951	https://alphafold.ebi.ac.uk/files/AF-O00264-F1-model_v6.pdb	skipped
O00299	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00299.pdb	056332f09cbf73e1f058382adc242436	159002	https://alphafold.ebi.ac.uk/files/AF-O00299-F1-model_v6.pdb	skipped
O00291	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00291.pdb	f0c5bf0031d51bfbe9d01351fe561720	669869	https://alphafold.ebi.ac.uk/files/AF-O00291-F1-model_v6.pdb	skipped
O00303	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00303.pdb	9343f6e86bf6108270821e78e899de9f	219995	https://alphafold.ebi.ac.uk/files/AF-O00303-F1-model_v6.pdb	skipped
O00267	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00267.pdb	0d97c4e53ae8d2d2b94db29c02d2bbba	700163	https://alphafold.ebi.ac.uk/files/AF-O00267-F1-model_v6.pdb	skipped
O00399	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00399.pdb	30851e6d4211aa622a2985e35c8567f5	122471	https://alphafold.ebi.ac.uk/files/AF-O00399-F1-model_v6.pdb	skipped
O00401	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00401.pdb	04bb300c72e37b3bc894644a9ed76199	319949	https://alphafold.ebi.ac.uk/files/AF-O00401-F1-model_v6.pdb	skipped
O00471	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00471.pdb	3bbc5644dcb7906b1fe0455bbcc6fd57	474092	https://alphafold.ebi.ac.uk/files/AF-O00471-F1-model_v6.pdb	skipped
O00463	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00463.pdb	a88f4bf46bba79fca4b8107f8d8176d2	373004	https://alphafold.ebi.ac.uk/files/AF-O00463-F1-model_v6.pdb	skipped
O00478	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00478.pdb	c00b1e574e7e337e59b2d772329c0aae	378431	https://alphafold.ebi.ac.uk/files/AF-O00478-F1-model_v6.pdb	skipped
O00472	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00472.pdb	b0e66010fe976c0dcf69760c5bf74b6d	419984	https://alphafold.ebi.ac.uk/files/AF-O00472-F1-model_v6.pdb	skipped
O00487	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00487.pdb	129a63173c87d8edc7a3e6690e9509c9	201851	https://alphafold.ebi.ac.uk/files/AF-O00487-F1-model_v6.pdb	skipped
O00481	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00481.pdb	964017ed7b760a048befb912ca584c63	336392	https://alphafold.ebi.ac.uk/files/AF-O00481-F1-model_v6.pdb	skipped
O00499	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00499.pdb	eb82d66d2cd6e8374b2b12e4e1d77f79	376892	https://alphafold.ebi.ac.uk/files/AF-O00499-F1-model_v6.pdb	skipped
O00501	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00501.pdb	509400b5c837af6bb9382d03978e34ec	136646	https://alphafold.ebi.ac.uk/files/AF-O00501-F1-model_v6.pdb	skipped
O00505	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00505.pdb	832778f97a69a538af55dc9f3c043f10	336635	https://alphafold.ebi.ac.uk/files/AF-O00505-F1-model_v6.pdb	skipped
O00506	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00506.pdb	a328bdb2d2b76887f2007c5b5bc1b496	281555	https://alphafold.ebi.ac.uk/files/AF-O00506-F1-model_v6.pdb	skipped
O00541	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00541.pdb	0d8fd8ca2108dd0342ed6e9f64873d4d	395522	https://alphafold.ebi.ac.uk/files/AF-O00541-F1-model_v6.pdb	skipped
O00522	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00522.pdb	65749a5b05d0d0fc8dc74a7b9713a222	489320	https://alphafold.ebi.ac.uk/files/AF-O00522-F1-model_v6.pdb	skipped
O00567	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00567.pdb	e40ac1ef59d8139f4ab84ec4fbff4621	383210	https://alphafold.ebi.ac.uk/files/AF-O00567-F1-model_v6.pdb	skipped
O00560	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00560.pdb	c73c4e7f0902025f6482c413caeab33d	190106	https://alphafold.ebi.ac.uk/files/AF-O00560-F1-model_v6.pdb	skipped
O00628	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00628.pdb	eafbaa4d3a9c12b7c218ddeb7407586c	210923	https://alphafold.ebi.ac.uk/files/AF-O00628-F1-model_v6.pdb	skipped
O00629	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00629.pdb	e29744267d4b18e341d4df5d55882939	336959	https://alphafold.ebi.ac.uk/files/AF-O00629-F1-model_v6.pdb	skipped
O00571	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00571.pdb	ba2d852765067eabc155373b120a370b	425735	https://alphafold.ebi.ac.uk/files/AF-O00571-F1-model_v6.pdb	skipped
O00635	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00635.pdb	9585be2c92f73acf7921564d2d3cfeca	309743	https://alphafold.ebi.ac.uk/files/AF-O00635-F1-model_v6.pdb	skipped
O00743	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00743.pdb	75250db1f3135aa6894796073072aed3	206306	https://alphafold.ebi.ac.uk/files/AF-O00743-F1-model_v6.pdb	skipped
O00712	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00712.pdb	c601c04f2fb4e70126d95e3be936713c	277505	https://alphafold.ebi.ac.uk/files/AF-O00712-F1-model_v6.pdb	skipped
O00716	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00716.pdb	a0a0c3c7a6071ada9537081674986323	286091	https://alphafold.ebi.ac.uk/files/AF-O00716-F1-model_v6.pdb	skipped
O00746	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00746.pdb	6d8bddabd60ce13271882a028ea36e3a	123119	https://alphafold.ebi.ac.uk/files/AF-O00746-F1-model_v6.pdb	skipped
O14494	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14494.pdb	3dbd57fb9cb77c9a4d74508f05085c4c	189701	https://alphafold.ebi.ac.uk/files/AF-O14494-F1-model_v6.pdb	skipped
O00757	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O00757.pdb	c29c0ab26578c231a213a176db451e8e	215054	https://alphafold.ebi.ac.uk/files/AF-O00757-F1-model_v6.pdb	skipped
O14503	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14503.pdb	927aa964c3bd64d95bdb29929e4c866e	265355	https://alphafold.ebi.ac.uk/files/AF-O14503-F1-model_v6.pdb	skipped
O14519	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14519.pdb	49bb295e32a88200e39e9ab6b62e137a	74843	https://alphafold.ebi.ac.uk/files/AF-O14519-F1-model_v6.pdb	skipped
O14524	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14524.pdb	a2be7a1cefbbb4f3985ce2850aa005a0	295487	https://alphafold.ebi.ac.uk/files/AF-O14524-F1-model_v6.pdb	skipped
O14556	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14556.pdb	6b4409d2a2e8392aa2d97c4b9602f15f	259928	https://alphafold.ebi.ac.uk/files/AF-O14556-F1-model_v6.pdb	skipped
O14531	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14531.pdb	8534f0767375166ca1c138a73e5dda65	359558	https://alphafold.ebi.ac.uk/files/AF-O14531-F1-model_v6.pdb	skipped
O14569	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14569.pdb	e32abb6db0e6600369cf9a8abc2affed	142316	https://alphafold.ebi.ac.uk/files/AF-O14569-F1-model_v6.pdb	skipped
O14653	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14653.pdb	045a1c4a867401ccf5b4fac1c573e912	145880	https://alphafold.ebi.ac.uk/files/AF-O14653-F1-model_v6.pdb	skipped
O14579	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14579.pdb	13c79876f220ecab03f98134304cb956	202175	https://alphafold.ebi.ac.uk/files/AF-O14579-F1-model_v6.pdb	skipped
O14617	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14617.pdb	b5a7b5364e86976977fbb312fa1ee6c1	750464	https://alphafold.ebi.ac.uk/files/AF-O14617-F1-model_v6.pdb	skipped
O14662	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14662.pdb	bd130f4c54c3f6143de69fda351b5e89	216350	https://alphafold.ebi.ac.uk/files/AF-O14662-F1-model_v6.pdb	skipped
O14770	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14770.pdb	417a22eb284172073820e537ec208054	300914	https://alphafold.ebi.ac.uk/files/AF-O14770-F1-model_v6.pdb	skipped
O14709	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14709.pdb	e475d661a9a77c97e0dee5e5ce41a559	685340	https://alphafold.ebi.ac.uk/files/AF-O14709-F1-model_v6.pdb	skipped
O14771	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14771.pdb	24cfeb4d7f5a0d86b31d3fbdcb58ba67	299132	https://alphafold.ebi.ac.uk/files/AF-O14771-F1-model_v6.pdb	skipped
O14777	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14777.pdb	293d1bdea26242bec1d2291a7a0d476a	428327	https://alphafold.ebi.ac.uk/files/AF-O14777-F1-model_v6.pdb	skipped
O14713	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14713.pdb	2bba5009ab476f5e6c1f7d4b57d61bdd	128951	https://alphafold.ebi.ac.uk/files/AF-O14713-F1-model_v6.pdb	skipped
O14782	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14782.pdb	eae47c645182f2c94950c7005b72a971	517346	https://alphafold.ebi.ac.uk/files/AF-O14782-F1-model_v6.pdb	skipped
O14787	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14787.pdb	249951fa034e97a7b753fcacd549e35a	585386	https://alphafold.ebi.ac.uk/files/AF-O14787-F1-model_v6.pdb	skipped
O14818	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14818.pdb	02e2f8119f0f55f2ca042bb4556bddb4	164429	https://alphafold.ebi.ac.uk/files/AF-O14818-F1-model_v6.pdb	skipped
O14744	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14744.pdb	28e41f1c2a206734258b3e49d32da985	423143	https://alphafold.ebi.ac.uk/files/AF-O14744-F1-model_v6.pdb	skipped
O14880	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14880.pdb	cd89b32acee812f44e53f92a0a775035	99386	https://alphafold.ebi.ac.uk/files/AF-O14880-F1-model_v6.pdb	skipped
O14863	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14863.pdb	78ee59f0831bbd925b97bffefffa225c	276857	https://alphafold.ebi.ac.uk/files/AF-O14863-F1-model_v6.pdb	skipped
O14867	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14867.pdb	d9637ec0a7dd28ae086f6edc23b68b24	472310	https://alphafold.ebi.ac.uk/files/AF-O14867-F1-model_v6.pdb	skipped
O14893	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14893.pdb	17074a904b9e82118b88663ab2efea04	185408	https://alphafold.ebi.ac.uk/files/AF-O14893-F1-model_v6.pdb	skipped
O14910	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14910.pdb	408ad5ec15bca4d0f793b2025cb9c349	153170	https://alphafold.ebi.ac.uk/files/AF-O14910-F1-model_v6.pdb	skipped
O14925	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14925.pdb	116594d89b68ee5fa4d8be6eded9e8cc	130004	https://alphafold.ebi.ac.uk/files/AF-O14925-F1-model_v6.pdb	skipped
O14929	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14929.pdb	e84cb40e2f07447210b465e4bd3bf05b	289331	https://alphafold.ebi.ac.uk/files/AF-O14929-F1-model_v6.pdb	skipped
O14933	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14933.pdb	cdbbd3531f99be175fdaf42212deb46e	106190	https://alphafold.ebi.ac.uk/files/AF-O14933-F1-model_v6.pdb	skipped
O14936	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14936.pdb	7a7c2365ba72e0345e38272070fd8ebd	608714	https://alphafold.ebi.ac.uk/files/AF-O14936-F1-model_v6.pdb	skipped
O14950	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14950.pdb	0c59eaab89f50eb50226936517d91bc7	117368	https://alphafold.ebi.ac.uk/files/AF-O14950-F1-model_v6.pdb	skipped
O14948	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14948.pdb	70804a8157ca58ef8bbcc9ff26fe55c4	226637	https://alphafold.ebi.ac.uk/files/AF-O14948-F1-model_v6.pdb	skipped
O14964	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14964.pdb	fcd0edd26949c3b57c6e33c169bd8c85	498716	https://alphafold.ebi.ac.uk/files/AF-O14964-F1-model_v6.pdb	skipped
O14990	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14990.pdb	b84ac5df93e1b6eed74a7e1fbe415a9f	133568	https://alphafold.ebi.ac.uk/files/AF-O14990-F1-model_v6.pdb	skipped
O14977	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14977.pdb	74e2965577c7d37a96a69d1810706433	288521	https://alphafold.ebi.ac.uk/files/AF-O14977-F1-model_v6.pdb	skipped
O14978	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O14978.pdb	ea07597612640c0eecc7aa6541a2f27a	447281	https://alphafold.ebi.ac.uk/files/AF-O14978-F1-model_v6.pdb	skipped
O15042	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O15042.pdb	7292857e1168a5be38957f2363e0e44f	683477	https://alphafold.ebi.ac.uk/files/AF-O15042-F1-model_v6.pdb	skipped
O15066	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O15066.pdb	cde060f1a72706cacda9a47abfe1c93a	492641	https://alphafold.ebi.ac.uk/files/AF-O15066-F1-model_v6.pdb	skipped
O15069	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O15069.pdb	f13ecf720e376f92ec39e68fa681ab36	928664	https://alphafold.ebi.ac.uk/files/AF-O15069-F1-model_v6.pdb	skipped
O15062	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O15062.pdb	acd198b1a45b07a1920061108efc3e9b	428975	https://alphafold.ebi.ac.uk/files/AF-O15062-F1-model_v6.pdb	skipped
O15079	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O15079.pdb	e48995097eeb9566a04368b7f0772c98	310148	https://alphafold.ebi.ac.uk/files/AF-O15079-F1-model_v6.pdb	skipped
O15131	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O15131.pdb	1fec38a90d36960333225654a909640d	352349	https://alphafold.ebi.ac.uk/files/AF-O15131-F1-model_v6.pdb	skipped
O15116	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O15116.pdb	09e98d4bfeb7a2914a7eb39afba6a849	91367	https://alphafold.ebi.ac.uk/files/AF-O15116-F1-model_v6.pdb	skipped
O15143	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O15143.pdb	553e73d2de586e312aeb5bddadb6a99b	239273	https://alphafold.ebi.ac.uk/files/AF-O15143-F1-model_v6.pdb	skipped
O15144	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O15144.pdb	c46692184cc0b3e9621039bd517cdeb6	202013	https://alphafold.ebi.ac.uk/files/AF-O15144-F1-model_v6.pdb	skipped
O15145	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O15145.pdb	5e042d1502466bee48b70eb5b62cea76	122066	https://alphafold.ebi.ac.uk/files/AF-O15145-F1-model_v6.pdb	skipped
